"radios","cod_prov","Provincia","cod_depto","Departamento","HNBI_TOT_Sí","HNBI_TOT_No","Total"
"020981807","02","Caba","02098","Comuna 14",4,317,321
"020981808","02","Caba","02098","Comuna 14",3,484,487
"020981901","02","Caba","02098","Comuna 14",2,308,310
"020981902","02","Caba","02098","Comuna 14",3,558,561
"020981903","02","Caba","02098","Comuna 14",8,710,718
"020981904","02","Caba","02098","Comuna 14",2,754,756
"020981905","02","Caba","02098","Comuna 14",2,612,614
"020982001","02","Caba","02098","Comuna 14",6,673,679
"020982002","02","Caba","02098","Comuna 14",4,919,923
"020982003","02","Caba","02098","Comuna 14",5,541,546
"020982004","02","Caba","02098","Comuna 14",6,405,411
"020982005","02","Caba","02098","Comuna 14",19,401,420
"020982006","02","Caba","02098","Comuna 14",11,380,391
"020982007","02","Caba","02098","Comuna 14",15,237,252
"020982101","02","Caba","02098","Comuna 14",6,488,494
"020982102","02","Caba","02098","Comuna 14",8,232,240
"020982103","02","Caba","02098","Comuna 14",2,180,182
"020982104","02","Caba","02098","Comuna 14",9,336,345
"020982105","02","Caba","02098","Comuna 14",0,162,162
"020982106","02","Caba","02098","Comuna 14",3,443,446
"020982107","02","Caba","02098","Comuna 14",10,341,351
"020982108","02","Caba","02098","Comuna 14",0,440,440
"020982109","02","Caba","02098","Comuna 14",55,335,390
"020982110","02","Caba","02098","Comuna 14",13,376,389
"020982111","02","Caba","02098","Comuna 14",25,460,485
"020982201","02","Caba","02098","Comuna 14",10,407,417
"020982202","02","Caba","02098","Comuna 14",47,470,517
"020982203","02","Caba","02098","Comuna 14",4,293,297
"020982204","02","Caba","02098","Comuna 14",5,314,319
"020982205","02","Caba","02098","Comuna 14",37,447,484
"020982206","02","Caba","02098","Comuna 14",3,388,391
"020982207","02","Caba","02098","Comuna 14",2,366,368
"020982208","02","Caba","02098","Comuna 14",5,416,421
"020982209","02","Caba","02098","Comuna 14",2,250,252
"020982210","02","Caba","02098","Comuna 14",0,217,217
"020982211","02","Caba","02098","Comuna 14",10,408,418
"020982212","02","Caba","02098","Comuna 14",9,410,419
"020982301","02","Caba","02098","Comuna 14",11,483,494
"020982302","02","Caba","02098","Comuna 14",6,338,344
"020982303","02","Caba","02098","Comuna 14",7,354,361
"020982304","02","Caba","02098","Comuna 14",4,524,528
"020982305","02","Caba","02098","Comuna 14",10,732,742
"020982306","02","Caba","02098","Comuna 14",7,217,224
"020982307","02","Caba","02098","Comuna 14",39,337,376
"020982308","02","Caba","02098","Comuna 14",39,343,382
"020982309","02","Caba","02098","Comuna 14",11,319,330
"020982310","02","Caba","02098","Comuna 14",2,382,384
"020982311","02","Caba","02098","Comuna 14",18,628,646
"020982312","02","Caba","02098","Comuna 14",20,417,437
"020982313","02","Caba","02098","Comuna 14",8,525,533
"020982314","02","Caba","02098","Comuna 14",5,284,289
"020982401","02","Caba","02098","Comuna 14",6,365,371
"020982402","02","Caba","02098","Comuna 14",3,282,285
"020982403","02","Caba","02098","Comuna 14",1,362,363
"020982404","02","Caba","02098","Comuna 14",8,316,324
"020982405","02","Caba","02098","Comuna 14",3,555,558
"020982406","02","Caba","02098","Comuna 14",25,382,407
"020982407","02","Caba","02098","Comuna 14",4,380,384
"020982408","02","Caba","02098","Comuna 14",4,387,391
"020982409","02","Caba","02098","Comuna 14",2,408,410
"020982501","02","Caba","02098","Comuna 14",16,501,517
"020982502","02","Caba","02098","Comuna 14",13,337,350
"020982503","02","Caba","02098","Comuna 14",8,399,407
"020982504","02","Caba","02098","Comuna 14",15,338,353
"020982505","02","Caba","02098","Comuna 14",10,389,399
"020982506","02","Caba","02098","Comuna 14",39,388,427
"020982507","02","Caba","02098","Comuna 14",30,461,491
"020982508","02","Caba","02098","Comuna 14",5,552,557
"020982509","02","Caba","02098","Comuna 14",14,448,462
"020982601","02","Caba","02098","Comuna 14",6,576,582
"020982602","02","Caba","02098","Comuna 14",1,359,360
"020982603","02","Caba","02098","Comuna 14",2,194,196
"020982604","02","Caba","02098","Comuna 14",10,847,857
"020982605","02","Caba","02098","Comuna 14",2,444,446
"020982606","02","Caba","02098","Comuna 14",8,377,385
"020982607","02","Caba","02098","Comuna 14",5,540,545
"020982701","02","Caba","02098","Comuna 14",6,732,738
"020982702","02","Caba","02098","Comuna 14",6,601,607
"020982703","02","Caba","02098","Comuna 14",7,319,326
"020982704","02","Caba","02098","Comuna 14",5,616,621
"020982705","02","Caba","02098","Comuna 14",5,625,630
"020982706","02","Caba","02098","Comuna 14",2,311,313
"020982707","02","Caba","02098","Comuna 14",0,173,173
"020982801","02","Caba","02098","Comuna 14",2,344,346
"020982802","02","Caba","02098","Comuna 14",0,291,291
"020982803","02","Caba","02098","Comuna 14",8,308,316
"020982804","02","Caba","02098","Comuna 14",4,363,367
"020982805","02","Caba","02098","Comuna 14",2,269,271
"020982806","02","Caba","02098","Comuna 14",3,566,569
"020982807","02","Caba","02098","Comuna 14",1,440,441
"020982808","02","Caba","02098","Comuna 14",8,337,345
"020982809","02","Caba","02098","Comuna 14",2,341,343
"020982810","02","Caba","02098","Comuna 14",2,479,481
"020982811","02","Caba","02098","Comuna 14",2,630,632
"020982812","02","Caba","02098","Comuna 14",2,339,341
"020982901","02","Caba","02098","Comuna 14",2,366,368
"020982902","02","Caba","02098","Comuna 14",4,321,325
"020982903","02","Caba","02098","Comuna 14",7,366,373
"020982904","02","Caba","02098","Comuna 14",18,420,438
"020982905","02","Caba","02098","Comuna 14",5,377,382
"020982906","02","Caba","02098","Comuna 14",10,554,564
"020982907","02","Caba","02098","Comuna 14",13,393,406
"020982908","02","Caba","02098","Comuna 14",4,328,332
"020982909","02","Caba","02098","Comuna 14",1,485,486
"020982910","02","Caba","02098","Comuna 14",2,459,461
"020982911","02","Caba","02098","Comuna 14",5,367,372
"020983001","02","Caba","02098","Comuna 14",3,358,361
"020983002","02","Caba","02098","Comuna 14",3,471,474
"020983003","02","Caba","02098","Comuna 14",3,428,431
"020983004","02","Caba","02098","Comuna 14",1,396,397
"020983005","02","Caba","02098","Comuna 14",3,400,403
"020983006","02","Caba","02098","Comuna 14",2,237,239
"020983007","02","Caba","02098","Comuna 14",11,262,273
"020983008","02","Caba","02098","Comuna 14",11,738,749
"020983009","02","Caba","02098","Comuna 14",12,501,513
"020983101","02","Caba","02098","Comuna 14",0,280,280
"020983102","02","Caba","02098","Comuna 14",4,316,320
"020983103","02","Caba","02098","Comuna 14",4,341,345
"020983104","02","Caba","02098","Comuna 14",1,292,293
"020983105","02","Caba","02098","Comuna 14",0,287,287
"020983106","02","Caba","02098","Comuna 14",2,475,477
"020983107","02","Caba","02098","Comuna 14",2,333,335
"020983108","02","Caba","02098","Comuna 14",3,260,263
"020983109","02","Caba","02098","Comuna 14",4,233,237
"020983110","02","Caba","02098","Comuna 14",3,221,224
"020983111","02","Caba","02098","Comuna 14",3,236,239
"020983112","02","Caba","02098","Comuna 14",10,281,291
"021050101","02","Caba","02105","Comuna 15",19,490,509
"021050102","02","Caba","02105","Comuna 15",13,393,406
"021050103","02","Caba","02105","Comuna 15",13,299,312
"021050104","02","Caba","02105","Comuna 15",3,255,258
"021050105","02","Caba","02105","Comuna 15",6,315,321
"021050106","02","Caba","02105","Comuna 15",9,261,270
"021050107","02","Caba","02105","Comuna 15",8,310,318
"021050108","02","Caba","02105","Comuna 15",5,305,310
"021050109","02","Caba","02105","Comuna 15",6,350,356
"021050110","02","Caba","02105","Comuna 15",11,374,385
"021050111","02","Caba","02105","Comuna 15",1,253,254
"021050112","02","Caba","02105","Comuna 15",3,301,304
"021050201","02","Caba","02105","Comuna 15",2,252,254
"021050202","02","Caba","02105","Comuna 15",2,329,331
"021050203","02","Caba","02105","Comuna 15",3,324,327
"021050204","02","Caba","02105","Comuna 15",0,206,206
"021050205","02","Caba","02105","Comuna 15",1,219,220
"021050206","02","Caba","02105","Comuna 15",2,281,283
"021050207","02","Caba","02105","Comuna 15",2,270,272
"021050208","02","Caba","02105","Comuna 15",2,245,247
"021050209","02","Caba","02105","Comuna 15",1,320,321
"021050210","02","Caba","02105","Comuna 15",5,303,308
"021050301","02","Caba","02105","Comuna 15",3,367,370
"021050302","02","Caba","02105","Comuna 15",5,469,474
"021050303","02","Caba","02105","Comuna 15",9,262,271
"021050304","02","Caba","02105","Comuna 15",7,372,379
"021050305","02","Caba","02105","Comuna 15",9,289,298
"021050306","02","Caba","02105","Comuna 15",0,266,266
"021050307","02","Caba","02105","Comuna 15",4,268,272
"021050308","02","Caba","02105","Comuna 15",2,373,375
"021050309","02","Caba","02105","Comuna 15",4,430,434
"021050310","02","Caba","02105","Comuna 15",6,372,378
"021050311","02","Caba","02105","Comuna 15",40,321,361
"021050312","02","Caba","02105","Comuna 15",20,441,461
"021050313","02","Caba","02105","Comuna 15",1,328,329
"021050401","02","Caba","02105","Comuna 15",8,462,470
"021050402","02","Caba","02105","Comuna 15",12,455,467
"021050403","02","Caba","02105","Comuna 15",11,394,405
"021050404","02","Caba","02105","Comuna 15",17,299,316
"021050405","02","Caba","02105","Comuna 15",9,315,324
"021050406","02","Caba","02105","Comuna 15",25,509,534
"021050407","02","Caba","02105","Comuna 15",8,403,411
"021050408","02","Caba","02105","Comuna 15",8,330,338
"021050409","02","Caba","02105","Comuna 15",7,373,380
"021050410","02","Caba","02105","Comuna 15",9,318,327
"021050411","02","Caba","02105","Comuna 15",7,429,436
"021050412","02","Caba","02105","Comuna 15",21,462,483
"021050413","02","Caba","02105","Comuna 15",3,392,395
"021050414","02","Caba","02105","Comuna 15",31,288,319
"021050501","02","Caba","02105","Comuna 15",1,305,306
"021050502","02","Caba","02105","Comuna 15",3,458,461
"021050503","02","Caba","02105","Comuna 15",5,319,324
"021050504","02","Caba","02105","Comuna 15",4,400,404
"021050505","02","Caba","02105","Comuna 15",12,536,548
"021050506","02","Caba","02105","Comuna 15",6,575,581
"021050507","02","Caba","02105","Comuna 15",7,479,486
"021050508","02","Caba","02105","Comuna 15",15,516,531
"021050509","02","Caba","02105","Comuna 15",6,291,297
"021050510","02","Caba","02105","Comuna 15",5,300,305
"021050511","02","Caba","02105","Comuna 15",3,319,322
"021050512","02","Caba","02105","Comuna 15",5,425,430
"021050513","02","Caba","02105","Comuna 15",13,413,426
"021050514","02","Caba","02105","Comuna 15",1,201,202
"021050601","02","Caba","02105","Comuna 15",4,293,297
"021050602","02","Caba","02105","Comuna 15",7,281,288
"021050603","02","Caba","02105","Comuna 15",5,273,278
"021050604","02","Caba","02105","Comuna 15",1,264,265
"021050605","02","Caba","02105","Comuna 15",4,225,229
"021050606","02","Caba","02105","Comuna 15",6,202,208
"021050607","02","Caba","02105","Comuna 15",3,289,292
"021050701","02","Caba","02105","Comuna 15",24,293,317
"021050702","02","Caba","02105","Comuna 15",18,229,247
"021050703","02","Caba","02105","Comuna 15",17,242,259
"021050704","02","Caba","02105","Comuna 15",18,227,245
"021050705","02","Caba","02105","Comuna 15",60,316,376
"021050706","02","Caba","02105","Comuna 15",14,177,191
"021050707","02","Caba","02105","Comuna 15",28,402,430
"021050708","02","Caba","02105","Comuna 15",16,346,362
"021050709","02","Caba","02105","Comuna 15",21,292,313
"021050710","02","Caba","02105","Comuna 15",22,451,473
"021050711","02","Caba","02105","Comuna 15",5,384,389
"021050712","02","Caba","02105","Comuna 15",6,352,358
"021050713","02","Caba","02105","Comuna 15",218,624,842
"021050801","02","Caba","02105","Comuna 15",31,340,371
"021050802","02","Caba","02105","Comuna 15",11,173,184
"021050803","02","Caba","02105","Comuna 15",26,433,459
"021050804","02","Caba","02105","Comuna 15",12,322,334
"021050805","02","Caba","02105","Comuna 15",10,318,328
"021050806","02","Caba","02105","Comuna 15",7,394,401
"021050807","02","Caba","02105","Comuna 15",9,359,368
"021050808","02","Caba","02105","Comuna 15",11,282,293
"021050809","02","Caba","02105","Comuna 15",19,636,655
"021050810","02","Caba","02105","Comuna 15",12,508,520
"021050901","02","Caba","02105","Comuna 15",11,327,338
"021050902","02","Caba","02105","Comuna 15",5,231,236
"021050903","02","Caba","02105","Comuna 15",7,351,358
"021050904","02","Caba","02105","Comuna 15",19,262,281
"021050905","02","Caba","02105","Comuna 15",12,257,269
"021050906","02","Caba","02105","Comuna 15",17,174,191
"021050907","02","Caba","02105","Comuna 15",13,224,237
"021050908","02","Caba","02105","Comuna 15",63,304,367
"021050909","02","Caba","02105","Comuna 15",35,492,527
"021050910","02","Caba","02105","Comuna 15",6,391,397
"021050911","02","Caba","02105","Comuna 15",65,228,293
"021051001","02","Caba","02105","Comuna 15",14,427,441
"021051002","02","Caba","02105","Comuna 15",15,431,446
"021051003","02","Caba","02105","Comuna 15",4,469,473
"021051004","02","Caba","02105","Comuna 15",12,391,403
"021051005","02","Caba","02105","Comuna 15",2,377,379
"021051006","02","Caba","02105","Comuna 15",0,304,304
"021051007","02","Caba","02105","Comuna 15",23,438,461
"021051008","02","Caba","02105","Comuna 15",14,405,419
"021051009","02","Caba","02105","Comuna 15",28,482,510
"021051010","02","Caba","02105","Comuna 15",10,392,402
"021051011","02","Caba","02105","Comuna 15",6,272,278
"021051012","02","Caba","02105","Comuna 15",11,340,351
"021051013","02","Caba","02105","Comuna 15",13,420,433
"021051101","02","Caba","02105","Comuna 15",23,218,241
"021051102","02","Caba","02105","Comuna 15",4,336,340
"021051103","02","Caba","02105","Comuna 15",33,323,356
"021051104","02","Caba","02105","Comuna 15",15,529,544
"021051105","02","Caba","02105","Comuna 15",18,327,345
"021051106","02","Caba","02105","Comuna 15",18,272,290
"021051107","02","Caba","02105","Comuna 15",7,300,307
"021051108","02","Caba","02105","Comuna 15",3,359,362
"021051109","02","Caba","02105","Comuna 15",13,469,482
"021051110","02","Caba","02105","Comuna 15",8,308,316
"021051111","02","Caba","02105","Comuna 15",4,442,446
"021051112","02","Caba","02105","Comuna 15",13,498,511
"021051113","02","Caba","02105","Comuna 15",29,372,401
"021051114","02","Caba","02105","Comuna 15",28,238,266
"021051115","02","Caba","02105","Comuna 15",0,231,231
"021051116","02","Caba","02105","Comuna 15",4,393,397
"021051201","02","Caba","02105","Comuna 15",26,319,345
"021051202","02","Caba","02105","Comuna 15",10,330,340
"021051203","02","Caba","02105","Comuna 15",8,342,350
"021051204","02","Caba","02105","Comuna 15",8,667,675
"021051205","02","Caba","02105","Comuna 15",9,423,432
"021051206","02","Caba","02105","Comuna 15",9,412,421
"021051207","02","Caba","02105","Comuna 15",7,280,287
"021051208","02","Caba","02105","Comuna 15",3,291,294
"021051209","02","Caba","02105","Comuna 15",9,300,309
"021051210","02","Caba","02105","Comuna 15",6,326,332
"021051301","02","Caba","02105","Comuna 15",5,315,320
"021051302","02","Caba","02105","Comuna 15",4,193,197
"021051303","02","Caba","02105","Comuna 15",6,331,337
"021051304","02","Caba","02105","Comuna 15",2,267,269
"021051305","02","Caba","02105","Comuna 15",2,374,376
"021051306","02","Caba","02105","Comuna 15",9,463,472
"021051307","02","Caba","02105","Comuna 15",1,332,333
"021051308","02","Caba","02105","Comuna 15",0,254,254
"021051309","02","Caba","02105","Comuna 15",5,580,585
"021051310","02","Caba","02105","Comuna 15",11,456,467
"021051401","02","Caba","02105","Comuna 15",6,455,461
"021051402","02","Caba","02105","Comuna 15",3,425,428
"021051403","02","Caba","02105","Comuna 15",3,340,343
"021051404","02","Caba","02105","Comuna 15",20,402,422
"021051405","02","Caba","02105","Comuna 15",5,558,563
"021051406","02","Caba","02105","Comuna 15",2,344,346
"021051407","02","Caba","02105","Comuna 15",3,438,441
"021051408","02","Caba","02105","Comuna 15",18,549,567
"021051409","02","Caba","02105","Comuna 15",9,336,345
"021051410","02","Caba","02105","Comuna 15",4,301,305
"021051411","02","Caba","02105","Comuna 15",15,422,437
"021051501","02","Caba","02105","Comuna 15",11,322,333
"021051502","02","Caba","02105","Comuna 15",28,223,251
"021051503","02","Caba","02105","Comuna 15",0,393,393
"021051504","02","Caba","02105","Comuna 15",55,433,488
"021051505","02","Caba","02105","Comuna 15",27,312,339
"021051506","02","Caba","02105","Comuna 15",23,367,390
"021051507","02","Caba","02105","Comuna 15",41,348,389
"021051508","02","Caba","02105","Comuna 15",23,295,318
"021051509","02","Caba","02105","Comuna 15",8,603,611
"021051510","02","Caba","02105","Comuna 15",29,418,447
"021051601","02","Caba","02105","Comuna 15",6,509,515
"021051602","02","Caba","02105","Comuna 15",11,344,355
"021051603","02","Caba","02105","Comuna 15",1,421,422
"021051604","02","Caba","02105","Comuna 15",3,328,331
"021051605","02","Caba","02105","Comuna 15",1,281,282
"021051606","02","Caba","02105","Comuna 15",14,410,424
"021051607","02","Caba","02105","Comuna 15",15,356,371
"021051608","02","Caba","02105","Comuna 15",6,396,402
"021051609","02","Caba","02105","Comuna 15",3,318,321
"021051610","02","Caba","02105","Comuna 15",21,481,502
"021051611","02","Caba","02105","Comuna 15",8,272,280
"021051701","02","Caba","02105","Comuna 15",2,346,348
"021051702","02","Caba","02105","Comuna 15",3,356,359
